,close,date,high,low,ma10,ma20,ma5,max_close,max_high,max_volume,min_close,min_low,min_volume,open,p_change,price_change,stock_code,turnover,v_ma10,v_ma20,v_ma5,volume
79,20.41,2016-05-03,20.48,20.01,20.619,21.07,20.416,20.41,20.48,49844.79,19.04,18.15,18372.04,20.01,1.64,0.33,000732,0.29,21845.7,25538.89,21502.88,29148.67
84,19.3,2016-05-10,19.3,18.8,20.081,20.651,19.746,19.3,19.8,43153.32,19.05,18.36,18372.04,19.0,1.37,0.26,000732,0.28,28456.81,26297.34,35410.75,28545.31
177,19.64,2016-09-27,19.85,19.2,19.698,20.058,19.89,19.64,19.85,93268.21,18.14,17.84,17814.51,19.2,1.39,0.27,000732,0.37,31840.49,28832.61,46111.92,37740.36
182,18.44,2016-10-11,18.45,18.17,19.353,19.615,18.816,18.78,18.97,115921.67,18.14,18.02,32287.27,18.25,0.66,0.12,000732,0.47,48452.59,34452.36,50793.25,58754.41
223,19.87,2016-12-09,20.05,19.5,20.215,20.032,19.776,19.87,20.09,112976.93,18.12,17.95,23360.19,19.6,1.43,0.28,000732,0.3,78121.91,72947.88,42299.5,37283.82
248,17.3,2017-01-16,17.35,16.8,17.695,17.869,17.514,17.49,17.54,64569.45,17.28,16.8,24322.39,17.19,0.06,0.01,000732,0.52,51962.98,56144.88,46398.78,64569.45
36,31.45,2016-03-01,32.0,28.51,37.491,37.742,34.358,32.65,33.49,77822.06,28.22,27.16,40869.26,30.8,1.95,0.6,603996,13.86,106630.9,126828.15,87005.14,69448.42
57,31.47,2016-03-30,31.5,30.29,31.365,30.308,31.11,34.59,35.5,104880.49,31.47,30.29,36503.02,30.5,5.0,1.5,603996,9.57,62256.43,59298.97,49379.31,47941.72
142,24.22,2016-08-02,24.38,23.85,27.42,29.412,25.082,25.45,25.83,57984.81,24.22,23.85,25975.36,23.95,1.42,0.34,603996,4.79,52814.52,89472.73,62059.11,36019.28
244,20.26,2017-01-03,20.3,19.8,21.303,22.043,20.442,20.9,21.59,100947.07,19.99,19.0,12603.89,20.0,1.71,0.34,603996,2.61,36149.49,29044.12,35927.24,26917.95
288,21.47,2017-03-13,21.48,20.79,21.277,20.958,21.36,21.47,21.58,29460.7,20.95,20.71,16350.76,21.11,1.47,0.31,603996,2.78,41833.69,31627.6,28280.62,28707.3
19,5.55,2016-01-29,5.61,5.3,6.392,7.09,5.946,6.08,6.19,352551.03,5.41,5.3,164362.56,5.38,4.13,0.22,002005,2.29,297682.6,294773.29,359999.66,267631.56
141,5.62,2016-08-02,5.67,5.48,5.846,5.971,5.638,5.78,5.86,190051.83,5.61,5.48,83129.0,5.53,2.0,0.11,002005,1.03,165658.42,183428.27,181053.69,120652.47
212,6.33,2016-11-22,6.33,6.24,6.287,6.248,6.298,6.33,6.33,293273.19,5.93,5.9,124033.27,6.26,1.12,0.07,002005,1.96,262596.01,231320.61,228632.27,229189.23
251,5.6,2017-01-17,5.61,5.43,5.824,5.808,5.708,6.05,6.11,104874.14,5.54,5.43,312.0,5.45,2.0,0.11,002005,0.73,137354.33,105507.1,111867.95,85581.84
19,4.28,2016-01-29,4.31,3.98,4.77,5.205,4.386,4.45,4.5,325487.62,4.07,3.98,146586.02,3.98,6.2,0.25,600187,2.24,229871.04,213133.61,196582.62,325487.62
45,4.38,2016-03-14,4.44,4.3,4.393,4.396,4.33,5.02,5.06,1005895.69,4.38,4.3,104976.93,4.3,2.82,0.12,600187,1.47,205764.67,236579.09,137654.78,213610.06
108,4.48,2016-06-15,4.55,4.31,4.592,4.574,4.498,4.48,4.55,110322.63,4.36,4.3,58263.26,4.33,1.59,0.07,600187,0.57,72877.91,61259.56,74347.31,83067.19
221,6.42,2016-11-30,6.5,6.26,6.487,6.559,6.452,6.42,6.5,660434.12,5.54,5.36,267185.47,6.28,1.42,0.09,600187,3.37,807928.44,1006330.54,583974.92,489857.25
254,4.9,2017-01-17,4.91,4.74,5.307,5.391,5.096,5.13,5.19,293553.56,4.9,4.74,77858.0,4.82,1.24,0.06,600187,1.18,294584.12,260411.35,260145.84,172234.36
8,7.69,2016-01-14,7.79,7.13,8.981,10.173,8.054,7.75,7.91,152785.5,6.96,6.61,103495.56,7.15,3.5,0.26,002203,1.04,128559.2,162937.69,140122.4,152785.5
156,7.64,2016-08-29,7.68,7.49,7.738,7.581,7.616,7.77,7.86,91941.53,7.5,7.41,49022.08,7.56,1.06,0.08,002203,0.41,95394.67,88415.42,56942.14,59670.93
225,7.74,2016-12-15,7.83,7.6,8.081,8.375,7.842,8.16,8.29,86191.9,7.74,7.6,28554.0,7.66,0.91,0.07,002203,0.47,67554.16,87176.8,71042.84,68073.89
259,8.26,2017-02-08,8.27,8.1,8.204,8.088,8.294,9.38,9.38,280370.22,8.26,8.1,62070.31,8.1,0.36,0.03,002203,0.43,59741.19,47466.31,55058.89,62070.31
116,12.22,2016-06-27,12.31,11.9,12.722,11.675,12.342,12.46,12.87,183142.61,11.86,11.75,68202.93,12.03,2.0,0.24,000531,2.17,206429.81,178963.71,150969.9,148479.69
8,28.46,2016-01-14,28.68,26.12,32.586,37.503,29.03,29.7,29.95,21036.84,26.1,24.41,13455.95,26.16,4.9,1.33,002748,6.22,23771.0,44622.67,21202.65,18674.27
19,25.72,2016-01-29,26.05,24.45,27.52,29.361,26.31,29.73,30.4,44622.7,25.72,24.45,12379.28,24.5,4.94,1.21,002748,4.13,15803.98,19245.49,14163.79,12379.28
157,17.76,2016-08-23,17.95,17.42,17.471,17.121,17.714,21.41,22.35,225984.83,17.52,17.2,19399.22,17.42,1.37,0.24,002748,3.7,30822.0,31584.65,23477.34,27301.67
182,19.47,2016-09-29,19.9,19.13,21.966,21.658,21.094,20.87,21.38,171827.7,19.0,18.91,50416.58,19.13,0.67,0.13,002748,15.52,165076.47,161611.96,168303.62,114680.44
222,20.25,2016-12-05,20.4,19.78,21.573,21.688,20.854,20.71,20.71,49572.62,18.08,17.87,17516.53,20.0,0.55,0.11,002748,2.66,63901.66,63100.75,39872.76,19667.7
8,5.77,2016-01-14,5.77,5.31,6.465,7.253,5.858,6.14,6.3,166040.09,5.45,5.16,68100.78,5.45,3.22,0.18,600719,2.47,114874.56,152618.21,111444.64,99890.34
86,6.62,2016-05-12,6.65,6.17,7.197,7.331,6.722,6.77,6.84,88622.05,6.38,6.17,39514.34,6.43,1.69,0.11,600719,2.19,92658.56,99300.45,98979.33,88622.05
239,7.93,2016-12-26,7.94,7.65,7.964,8.128,8.006,8.6,8.64,141749.52,7.93,7.65,60577.74,7.82,1.67,0.13,600719,1.5,72885.65,84485.78,75562.58,60577.74
8,23.71,2016-01-14,23.81,22.53,25.337,27.359,24.002,23.9,24.15,209283.47,20.33,19.73,90787.68,22.9,1.63,0.38,601628,0.05,142138.4,187553.54,153129.43,112138.35
19,20.44,2016-01-29,20.72,19.85,21.844,23.335,20.736,20.56,20.98,269921.38,19.68,19.03,111549.45,19.92,2.97,0.59,601628,0.09,156085.36,149175.1,162639.67,177318.81
85,20.55,2016-05-11,20.8,20.23,21.39,22.126,20.868,21.06,21.28,134657.03,20.55,20.15,39942.36,20.36,1.43,0.29,601628,0.04,73146.91,94536.77,81859.87,91267.92
146,20.78,2016-08-08,20.8,20.56,20.888,21.157,20.688,22.4,23.1,381873.72,20.74,20.56,47317.98,20.63,1.02,0.21,601628,0.02,71709.93,80669.62,48048.41,48713.3
17,15.02,2016-01-27,15.2,14.0,15.63,16.622,15.27,19.36,19.49,139239.7,15.02,14.0,65778.23,14.66,3.02,0.44,600998,0.46,55259.28,68409.27,47472.08,65778.23
36,15.94,2016-03-01,16.1,14.42,17.552,17.405,16.406,16.5,16.7,144304.19,15.51,14.42,23548.73,14.68,8.14,1.2,600998,1.01,145955.54,123571.76,160490.87,144304.19
108,16.91,2016-06-15,17.03,16.39,17.353,17.328,17.042,17.32,17.49,56035.87,16.63,16.37,15742.68,16.56,1.99,0.33,600998,0.16,43173.77,37714.43,31840.9,22625.23
272,19.93,2017-03-02,19.99,19.7,20.216,20.569,20.072,20.35,20.42,38157.5,19.88,19.66,15095.28,19.7,0.66,0.13,600998,0.14,21229.89,23248.2,23162.91,19913.07
99,10.74,2016-05-31,10.78,10.28,10.55,10.975,10.476,11.25,11.59,139579.56,10.4,10.26,36926.64,10.28,4.27,0.44,002644,1.1,35147.01,48600.1,32516.57,56347.02
146,11.29,2016-08-08,11.29,11.06,11.331,11.49,11.256,12.17,12.19,237861.02,11.24,11.06,40924.1,11.12,1.26,0.14,002644,0.82,66033.25,81318.6,41413.31,41964.58
160,11.86,2016-08-26,11.94,11.58,11.805,11.583,11.764,12.22,12.55,320021.19,11.74,11.58,63418.37,11.58,2.42,0.28,002644,2.57,126642.86,99507.12,106008.52,131346.05
200,13.15,2016-11-03,13.15,12.54,13.032,12.299,12.84,13.15,13.29,200709.12,12.72,12.54,66861.39,12.59,4.04,0.51,002644,3.93,273432.85,165188.09,191497.31,200709.12
160,54.6,2016-11-22,55.59,52.55,56.336,55.981,54.184,58.07,58.07,241541.09,48.28,47.3,62608.07,53.0,3.33,1.76,300506,18.66,158423.3,235500.9,110840.53,139966.39
177,50.31,2016-12-15,50.35,47.8,53.68,52.51,50.374,55.34,56.98,210771.23,48.3,46.02,61257.0,48.5,3.31,1.61,300506,12.84,163006.78,126106.6,115296.75,96319.92
199,38.79,2017-01-17,39.49,35.41,43.775,46.883,40.154,39.28,39.94,93040.07,37.33,35.41,2.0,36.13,7.16,2.59,300506,12.41,65421.69,72665.92,76473.55,93040.07
219,41.6,2017-02-20,42.1,39.75,42.372,40.599,41.372,41.6,42.1,67739.22,39.28,38.85,28437.3,39.81,3.61,1.45,300506,9.03,67282.89,58310.02,49301.68,67739.22
73,33.47,2016-04-22,33.75,32.55,35.85,34.645,34.908,35.08,35.65,25779.67,32.8,32.09,9472.73,33.0,-0.98,-0.33,002592,1.63,35762.74,30195.34,24412.02,19682.14
132,34.38,2016-07-19,34.4,33.87,34.959,34.102,34.574,35.26,36.18,35965.5,31.55,30.89,8494.5,33.87,1.21,0.41,002592,0.85,20553.74,26282.37,15107.48,10994.21
142,32.48,2016-08-02,32.48,30.91,33.359,34.159,32.166,32.6,32.8,10610.44,31.65,30.91,6347.58,31.4,2.95,0.93,002592,0.49,18564.2,19558.97,12382.55,6347.58
157,32.38,2016-08-23,32.48,32.0,32.371,32.282,32.426,33.6,34.11,20391.97,32.11,31.85,5737.48,32.1,0.75,0.24,002592,0.45,7850.09,9024.98,6772.95,5737.48
230,29.62,2016-12-15,30.02,29.01,31.38,32.819,30.1,30.46,30.93,9035.26,29.62,29.01,3161.4,29.13,1.51,0.44,002592,0.7,10549.79,16339.97,10614.18,9035.26
19,6.77,2016-01-29,6.87,6.5,7.032,7.494,6.794,7.75,8.02,316577.41,6.68,6.5,103961.88,6.57,3.04,0.2,000036,1.47,178029.96,250642.15,169217.09,165469.95
72,8.59,2016-04-21,8.81,8.4,8.911,8.564,8.748,9.2,9.3,306904.62,8.46,8.29,107972.52,8.45,1.3,0.11,000036,1.66,298378.91,237146.08,232128.22,186755.59
88,8.35,2016-05-16,8.35,8.07,8.602,8.62,8.318,8.35,8.35,170896.91,7.99,7.8,96690.33,8.24,1.58,0.13,000036,1.5,202038.4,188461.91,148409.05,169059.81
36,11.54,2016-03-01,11.62,11.18,12.726,12.557,11.962,12.4,12.67,118129.64,11.54,11.18,47023.27,11.39,2.76,0.31,000848,1.14,106499.3,94905.88,107186.14,85472.13
73,12.45,2016-04-22,12.53,12.25,13.082,13.009,12.754,13.67,13.87,269771.69,12.45,12.25,35253.83,12.36,0.4,0.05,000848,0.52,100061.25,98877.69,76672.76,39258.51
146,11.6,2016-08-08,11.61,11.34,11.792,12.044,11.626,12.1,12.28,216854.38,11.55,11.34,82182.07,11.43,0.87,0.1,000848,0.84,108635.81,109191.86,99279.85,82182.07
163,11.23,2016-08-31,11.29,11.14,11.679,11.706,11.314,11.26,11.36,112672.09,10.76,10.74,54231.17,11.14,0.9,0.1,000848,1.07,130682.01,129473.02,160699.62,104387.34
174,10.91,2016-09-19,10.93,10.8,11.035,11.31,10.848,11.09,11.17,93296.13,10.68,10.6,35959.18,10.8,2.54,0.27,000848,0.95,77378.01,103078.61,82123.04,93296.13
75,15.19,2016-04-26,15.33,14.72,15.568,15.477,15.14,15.66,15.8,182241.8,13.64,13.53,39243.53,14.78,2.43,0.36,300013,3.38,97844.42,104124.26,98203.21,60859.51
98,13.43,2016-05-30,13.44,12.73,13.405,13.815,13.362,14.9,15.19,228170.2,13.43,12.73,61593.85,12.98,2.29,0.3,300013,3.96,55788.48,68084.26,59292.76,71307.94
142,15.75,2016-08-02,15.8,15.52,16.632,17.316,15.76,15.95,16.06,66467.24,15.34,15.2,33810.56,15.6,0.7,0.11,300013,2.17,103563.84,110130.26,64504.57,38778.79
252,11.86,2017-01-17,12.0,11.25,12.983,13.12,12.512,12.42,12.66,63080.49,11.63,11.25,15.0,11.55,1.89,0.22,300013,2.33,48724.15,46581.71,47664.67,53831.23
6,22.8,2016-01-12,22.89,21.1,28.876,33.129,25.118,25.5,27.0,197305.98,18.99,18.96,41958.07,22.05,0.93,0.21,002703,4.32,57686.65,38813.62,51723.06,41958.07
150,34.16,2017-01-04,34.16,32.02,32.151,32.828,31.664,39.06,40.5,327198.91,34.16,32.02,118099.58,32.4,10.02,3.11,002703,15.66,76948.08,82144.11,78359.22,216935.77
8,15.85,2016-01-14,15.92,14.01,17.75,19.98,16.052,15.85,16.04,134744.81,13.91,12.8,56920.36,14.33,6.09,0.91,601311,1.58,102920.92,125887.3,115131.17,133963.23
19,13.8,2016-01-29,13.83,12.84,14.643,15.837,13.99,15.8,16.18,116937.56,13.8,12.84,51262.76,12.85,7.56,0.97,601311,1.25,100878.17,101855.3,106146.97,106096.18
142,16.61,2016-08-02,16.69,16.22,17.706,18.483,16.95,17.27,17.34,126846.02,16.55,16.22,44871.02,16.31,0.61,0.1,601311,0.9,105169.71,147589.88,107722.75,75977.6
233,16.99,2016-12-16,17.17,16.73,17.665,17.971,17.042,17.43,17.5,72425.68,16.56,16.54,23940.37,16.75,0.89,0.15,601311,0.85,70266.32,65312.17,81177.35,72425.68
19,6.77,2016-01-29,6.92,6.4,7.205,7.624,6.83,7.1,7.35,1053680.5,6.66,6.4,372096.81,6.45,5.62,0.36,601901,1.68,761536.12,847442.89,787643.32,1053680.5
86,6.88,2016-05-12,6.91,6.64,7.271,7.495,6.968,6.99,7.06,538646.19,6.84,6.64,280007.31,6.79,0.29,0.02,601901,0.74,510653.15,553851.35,506332.61,468099.31
107,12.65,2016-06-14,12.73,12.0,12.839,12.957,12.726,13.59,13.59,116274.21,12.26,12.0,24036.08,12.09,5.59,0.67,600191,0.91,54537.96,44833.55,44020.9,44137.68
283,11.22,2017-03-06,11.25,11.09,11.522,11.727,11.378,11.5,11.58,133304.73,11.09,11.06,32435.38,11.12,0.9,0.1,600191,1.64,75663.14,70260.35,83957.68,79546.46
86,18.1,2016-05-12,18.27,17.05,19.058,19.109,18.158,21.82,22.36,660227.38,17.86,17.05,185877.34,17.22,3.13,0.55,002444,3.07,358746.76,399896.78,317230.25,285900.22
167,17.66,2016-09-06,17.7,17.03,17.507,17.646,17.42,17.66,17.85,99151.44,16.83,16.78,45979.63,17.27,2.26,0.39,002444,1.05,70780.39,93440.79,68140.77,97614.02
241,15.6,2016-12-30,15.7,15.3,16.022,16.622,15.618,16.06,16.26,88367.46,15.22,15.14,30694.01,15.32,2.03,0.31,002444,0.92,67848.42,77797.27,88748.52,85357.42
252,14.75,2017-01-17,14.97,14.23,15.435,15.689,15.056,15.1,15.3,82695.98,14.5,14.23,2.0,14.44,2.15,0.31,002444,0.78,59865.87,64982.84,58565.29,72393.88
19,46.4,2016-01-29,47.1,43.35,51.415,57.072,48.72,55.2,56.8,44048.01,45.44,43.35,22368.47,44.34,4.76,2.11,300384,6.47,34124.15,32325.94,28570.72,35797.04
153,51.35,2016-09-06,51.49,49.64,50.785,50.943,50.562,51.35,51.5,18581.29,49.0,48.87,5538.4,50.27,2.15,1.08,300384,3.74,10980.92,13899.56,11061.49,18581.29
216,43.02,2016-12-15,43.7,42.4,46.541,48.823,44.166,43.41,43.7,15347.79,41.62,39.82,5123.2,42.5,0.26,0.11,300384,2.04,12333.1,22285.12,14014.3,10145.33
19,7.08,2016-01-29,7.21,6.73,7.844,8.324,7.496,8.04,8.16,100526.33,7.08,6.73,46904.09,6.75,4.89,0.33,600095,1.8,114286.71,100834.43,100358.02,65177.33
84,9.5,2016-05-10,9.55,9.15,10.049,9.963,9.828,9.7,9.85,111293.0,9.37,9.05,27846.43,9.15,3.94,0.36,600095,2.84,126643.75,137635.07,121225.59,102448.41
19,12.83,2016-01-29,13.03,12.09,13.973,15.003,13.092,16.14,16.49,232884.47,12.83,12.09,42806.47,12.25,5.77,0.7,002609,2.75,85403.54,92942.39,70824.24,78811.23
36,13.36,2016-03-01,13.54,12.62,14.968,14.206,13.98,14.01,14.49,96657.62,13.24,12.62,30231.09,12.83,5.11,0.65,002609,2.79,127925.49,99932.47,92526.03,80080.47
17,29.15,2016-01-27,29.25,27.72,29.476,29.531,28.81,31.01,31.11,64294.18,28.37,27.72,29363.51,28.3,3.33,0.94,300015,0.82,47677.62,49929.72,43059.58,64294.18
34,28.67,2016-02-26,29.1,28.1,30.131,29.727,29.598,29.02,29.2,65407.59,27.22,26.51,25901.06,28.5,1.85,0.52,300015,0.56,39397.82,40686.5,39996.01,43419.25
136,37.22,2016-07-25,37.78,36.66,37.696,36.99,37.486,37.59,37.78,64017.66,35.89,35.38,12415.57,36.73,0.62,0.23,300015,0.48,43956.72,43900.08,41553.96,37467.52
195,34.39,2016-10-25,34.59,33.61,34.752,34.912,34.36,34.39,34.59,57374.75,32.88,32.53,14428.12,33.8,1.24,0.42,300015,0.57,28943.87,25465.09,37879.29,44512.77
268,31.09,2017-02-17,31.22,30.15,30.589,30.489,30.428,31.75,31.99,59175.06,31.03,30.15,15754.91,30.21,2.91,0.88,300015,0.75,25306.29,19734.74,31318.17,59175.06
19,27.47,2016-05-19,28.57,26.52,30.433,31.185,29.476,30.7,31.57,46268.24,27.36,26.52,17758.68,26.99,0.22,0.06,002599,5.15,36190.84,29740.67,56507.99,46268.24
109,32.5,2016-09-28,32.69,31.38,31.836,32.211,31.804,34.78,35.49,37406.78,32.09,31.38,13479.05,31.53,3.63,1.14,002599,2.66,13139.53,15031.43,13299.41,24240.18
73,8.49,2016-04-22,8.53,8.22,8.918,9.055,8.658,8.59,8.64,89749.89,8.3,8.15,36896.85,8.28,1.43,0.12,601965,0.65,105636.25,149636.21,100851.27,62092.39
86,7.87,2016-05-12,7.88,7.58,8.23,8.457,8.008,8.01,8.12,55145.75,7.76,7.58,25720.47,7.75,0.13,0.01,601965,0.42,63601.03,74624.07,65118.99,40579.29
19,4.0,2016-01-29,4.04,3.87,4.35,4.621,4.12,4.19,4.23,90330.35,3.89,3.8,52054.06,3.9,3.36,0.13,600512,0.88,76253.41,114939.95,78072.23,64506.94
45,4.18,2016-03-14,4.25,4.1,4.215,4.256,4.16,4.34,4.42,232181.05,4.02,3.99,89468.66,4.11,2.2,0.09,600512,1.0,70232.17,95695.68,62010.68,96738.9
99,4.03,2016-05-31,4.04,3.94,3.97,4.113,3.974,4.06,4.08,134879.75,3.94,3.91,62618.0,3.95,2.54,0.1,600512,1.39,85627.43,104179.15,67302.42,134879.75
182,5.43,2016-10-10,5.44,5.23,5.579,5.61,5.376,5.48,5.55,437918.56,5.34,5.23,206119.61,5.23,4.02,0.21,600512,4.51,481809.16,529196.46,413221.79,437918.56
200,5.19,2016-11-03,5.21,5.11,5.317,5.347,5.218,5.19,5.25,275362.09,5.08,5.01,140309.3,5.14,0.97,0.05,600512,2.36,401915.08,353501.61,373540.98,229120.67
19,10.35,2016-01-29,10.44,9.86,11.17,11.656,10.576,10.64,10.95,148783.92,10.1,9.86,67078.15,9.98,3.5,0.35,000685,1.24,110380.35,116933.94,125450.74,123702.09
134,10.62,2016-07-21,10.67,10.52,10.618,10.508,10.584,10.65,10.91,114358.62,10.25,10.18,38717.76,10.52,0.95,0.1,000685,0.78,75670.67,76274.56,62723.25,77970.16
200,11.17,2016-11-03,11.28,10.92,11.142,11.053,11.108,11.35,11.46,162394.89,10.96,10.9,38697.24,10.95,1.36,0.15,000685,1.24,83758.99,78270.21,77423.09,123885.78
252,10.68,2017-01-17,10.7,10.5,10.914,10.916,10.736,10.84,10.86,42431.6,10.67,10.5,1.0,10.5,1.23,0.13,000685,0.39,58414.89,64944.67,58020.5,41771.07
8,11.55,2016-01-14,11.61,10.78,12.005,12.96,11.6,12.19,12.34,1570050.0,10.59,10.12,660319.81,10.97,1.94,0.22,002024,1.89,933488.34,1059136.73,1028353.72,949498.56
19,10.64,2016-01-29,10.77,10.29,11.267,11.515,10.766,11.59,11.75,836106.06,10.52,10.29,454267.09,10.31,3.3,0.34,002024,1.24,936375.94,941003.99,773728.17,623172.0
73,11.05,2016-04-22,11.05,10.82,11.635,11.574,11.35,11.31,11.4,788585.56,10.73,10.72,318993.38,10.89,0.73,0.08,002024,0.75,979648.54,918881.11,784206.69,375521.28
127,10.97,2016-07-12,10.99,10.66,10.883,10.865,10.902,11.08,11.18,931303.31,10.89,10.66,272355.25,10.82,1.11,0.12,002024,1.37,501377.46,501151.65,479796.37,686820.0
208,11.18,2016-11-15,11.21,11.09,11.231,11.257,11.156,11.36,11.47,900906.56,11.17,11.09,374349.28,11.1,0.63,0.07,002024,0.85,493987.36,524597.58,548580.62,425235.25
252,10.92,2017-01-17,10.96,10.71,11.44,11.507,11.188,12.1,12.1,263386.88,10.81,10.71,415.0,10.79,1.21,0.13,002024,0.52,453744.8,467731.78,450366.24,263386.88
19,18.63,2016-01-29,18.76,17.9,18.778,19.139,18.272,18.93,19.03,178315.16,18.39,17.9,70537.46,17.98,4.6,0.82,600104,0.16,149255.5,159965.41,134210.55,178315.16
72,20.02,2016-04-21,20.24,19.8,20.312,20.124,20.234,20.54,20.64,189759.16,20.02,19.8,61228.22,19.81,-0.94,-0.19,600104,0.09,128958.91,135645.34,116328.55,99610.58
84,19.93,2016-05-10,20.12,19.63,20.188,20.256,20.016,20.06,20.3,151877.66,19.77,19.51,60463.4,19.63,1.12,0.22,600104,0.1,130457.66,131012.58,151937.41,112776.32
287,25.14,2017-03-10,25.18,24.78,25.437,25.366,25.17,25.14,25.28,671932.0,24.28,24.08,166529.61,24.85,1.37,0.34,600104,0.15,197210.86,263420.89,224167.84,166529.61
109,15.64,2016-07-12,15.65,15.45,15.642,16.246,15.544,15.84,15.97,362380.56,15.61,15.45,114419.7,15.48,1.36,0.21,600000,0.12,215452.49,202505.52,221547.01,255451.3
144,16.45,2016-08-30,16.49,16.24,16.413,16.226,16.352,16.6,16.66,365091.78,16.4,16.24,179755.58,16.24,1.36,0.22,600000,0.18,268129.45,292740.59,246244.82,363969.94
137,13.79,2016-07-26,13.8,13.69,13.961,14.094,13.822,13.79,13.8,188216.27,11.87,11.73,40741.46,13.75,0.51,0.07,603300,2.4,102179.49,90618.67,69633.49,66871.53
142,12.04,2016-08-02,12.05,11.91,13.08,13.594,12.338,12.62,12.76,122353.62,11.87,11.73,40741.46,11.92,0.84,0.1,603300,1.46,80909.33,96951.0,92185.17,40741.46
272,18.0,2017-03-02,19.5,16.54,22.17,21.893,20.534,18.0,19.5,1759511.75,15.49,15.25,246076.75,16.54,-2.07,-0.38,603300,63.27,362185.93,306847.78,497495.89,1759511.75
8,10.55,2016-01-14,10.68,9.87,12.162,13.722,10.892,10.81,11.38,164577.72,9.48,9.05,64918.86,10.0,2.63,0.27,000788,1.16,61679.28,71835.09,70261.72,64918.86
19,9.73,2016-01-29,9.82,9.24,10.189,10.917,9.796,10.8,11.25,121435.29,9.73,9.24,45055.96,9.24,5.65,0.52,000788,1.17,93739.76,78481.14,75935.86,65509.38
174,14.15,2016-09-19,14.19,13.98,14.562,14.734,14.316,14.15,14.35,49357.5,13.64,13.58,16154.35,13.98,1.43,0.2,000788,0.63,55945.84,56833.96,61078.98,35372.86
270,13.49,2017-02-16,13.53,13.3,13.565,13.458,13.56,13.74,13.85,31803.94,13.34,13.3,16625.73,13.39,0.82,0.11,000788,0.35,18853.93,16961.46,22707.24,19327.99
19,11.53,2016-01-29,11.82,10.85,12.763,13.74,11.81,13.24,13.57,209621.8,11.08,10.85,86341.79,11.05,5.68,0.62,000679,3.51,152731.84,161927.82,129550.5,125002.41
73,12.24,2016-04-22,12.26,11.91,13.079,13.087,12.66,12.88,13.04,107971.86,12.12,11.87,40657.32,11.97,2.34,0.28,000679,1.32,93085.13,101915.05,84951.41,47208.78
86,9.83,2016-05-12,9.92,9.4,11.817,12.293,10.914,11.98,12.75,336842.84,9.83,9.4,7611.52,9.7,-2.48,-0.25,000679,4.07,96872.77,86015.48,127287.14,144963.7
98,11.18,2016-06-15,11.23,10.45,11.016,11.172,11.096,11.18,11.23,127286.6,10.28,10.01,50344.26,10.5,5.37,0.57,000679,3.51,117036.94,110508.52,126124.93,125068.86
245,12.78,2017-01-20,12.86,12.46,13.393,13.787,12.66,13.44,13.55,67189.11,12.78,12.46,16139.89,12.56,2.32,0.29,000679,0.85,54651.72,55593.34,49339.7,30161.04
259,12.99,2017-02-16,13.11,12.9,13.212,13.076,13.122,13.12,13.16,47497.23,12.77,12.68,26729.9,12.9,0.08,0.01,000679,0.87,27405.89,37671.72,30938.31,30856.83
36,62.0,2016-03-01,63.5,55.78,74.806,73.369,66.38,66.65,67.5,70981.63,57.19,55.68,38554.37,58.57,3.98,2.37,300494,17.83,53342.51,57340.89,53510.65,53484.4
174,37.74,2016-09-19,38.04,37.37,39.799,41.024,38.256,37.96,38.25,23551.91,36.09,36.04,7793.11,37.39,1.23,0.46,300494,2.44,24735.97,28354.3,24519.67,14648.58
243,32.54,2017-01-04,32.79,31.8,32.371,33.471,31.916,32.54,32.79,32536.02,25.63,24.9,9939.0,31.87,2.07,0.66,300494,1.92,14749.59,17888.96,12751.23,16405.02
252,27.64,2017-01-17,28.1,25.27,29.859,31.153,28.158,28.22,28.35,28240.21,26.69,25.27,3.0,25.65,7.84,2.01,300494,3.3,18208.87,16282.76,23545.54,28240.21
170,16.93,2016-09-14,17.19,16.64,17.576,18.012,17.194,17.34,17.53,165341.5,16.8,16.64,61941.81,16.66,0.89,0.15,000988,1.86,155000.7,167553.06,153977.69,165341.5
249,14.88,2017-01-17,14.95,14.55,15.501,15.688,15.174,15.05,16.49,83953.5,14.71,14.55,5.0,14.62,1.43,0.21,000988,0.84,78669.25,75494.14,81575.2,74819.25
284,16.02,2017-03-13,16.08,15.55,15.81,15.584,15.886,16.04,16.08,184570.08,15.77,15.55,84968.83,15.66,2.3,0.36,000988,2.07,128257.22,125372.95,125863.35,184570.08
8,6.2,2016-01-14,6.23,5.68,6.94,7.247,6.354,6.28,6.34,166818.38,5.49,5.2,100583.04,5.75,3.51,0.21,600078,2.4,198810.94,254764.72,182726.77,158831.55
142,6.09,2016-08-02,6.1,6.02,6.331,6.477,6.146,6.4,6.44,104536.9,6.09,6.02,38107.17,6.04,0.99,0.06,600078,0.58,91737.98,121481.61,86328.12,38107.17
8,4.21,2016-01-14,4.22,4.0,4.447,4.794,4.252,4.21,4.22,568362.56,3.44,3.25,208951.2,4.05,1.69,0.07,601333,0.81,441485.67,446477.87,528276.64,457957.28
45,3.8,2016-03-14,3.85,3.73,3.815,3.84,3.794,3.96,4.01,780748.94,3.8,3.73,234658.83,3.73,2.7,0.1,601333,0.46,327433.14,364675.49,255342.97,261656.52
