,close,date,high,low,ma10,ma20,ma5,max_close,max_high,max_volume,min_close,min_low,min_volume,open,p_change,price_change,stock_code,turnover,v_ma10,v_ma20,v_ma5,volume
21,18.43,2016-03-01,18.43,16.21,19.868,19.395,18.234,19.82,20.2,69725.73,17.57,16.21,20414.01,16.8,10.03,1.68,002530,2.32,74681.45,116076.93,79722.79,62279.88
60,25.87,2016-04-26,25.87,23.8,25.421,23.575,24.246,27.2,28.5,89766.66,23.97,23.73,32473.63,24.0,9.99,2.35,002530,2.35,68210.42,66107.85,52468.36,63036.53
155,29.7,2016-09-21,29.88,29.01,30.343,30.661,29.676,31.37,31.6,29190.75,29.34,28.98,8795.21,29.3,1.68,0.49,002530,0.7,18441.26,24367.9,18338.19,18628.74
72,44.76,2016-04-21,44.89,44.01,47.194,47.602,46.548,46.86,46.97,117848.01,44.07,43.99,47477.09,44.5,0.22,0.1,000423,1.8,96974.72,102754.57,131374.2,117848.01
237,52.97,2016-12-26,53.12,52.0,54.446,56.437,53.442,54.9,54.95,84582.16,52.97,52.0,36230.82,52.1,1.48,0.77,000423,1.29,59981.76,83177.85,69016.12,84582.16
251,52.23,2017-01-16,52.48,51.38,53.617,53.633,52.8,54.77,55.46,60662.21,52.23,51.38,1241.0,51.5,0.73,0.38,000423,0.93,45676.37,53474.15,43934.53,60662.21
272,57.05,2017-02-20,57.17,55.01,55.571,54.885,55.666,57.97,58.31,113168.86,56.69,55.01,29099.61,55.2,3.43,1.89,000423,1.73,46056.84,42936.39,51436.42,113168.86
46,22.38,2017-01-16,22.9,20.17,23.107,25.808,21.734,22.38,22.9,112973.08,19.54,19.22,23740.96,20.17,6.83,1.43,601882,21.64,88712.41,130976.16,66853.86,112973.08
127,11.16,2016-07-12,11.17,10.71,11.358,10.54,11.192,11.88,12.23,541606.38,11.11,10.71,142723.92,11.0,2.2,0.24,300074,4.58,345216.87,268443.55,225336.11,199010.81
167,11.0,2016-09-06,11.01,10.48,10.905,10.677,10.828,11.04,11.11,152595.69,10.11,10.05,46150.44,10.63,3.38,0.36,300074,3.51,165338.41,137300.6,126291.06,152595.69
174,10.31,2016-09-19,10.44,10.13,10.586,10.707,10.338,10.32,10.44,107723.99,9.77,9.75,41542.44,10.13,1.98,0.2,300074,1.71,105262.35,133590.65,93263.74,74142.98
252,8.46,2017-01-17,8.6,8.1,9.029,9.16,8.732,8.72,8.85,100075.1,8.32,8.1,8.0,8.18,1.93,0.16,300074,2.3,74215.12,62786.48,89666.63,100075.1
6,17.68,2016-01-12,17.69,16.1,21.987,24.216,19.42,17.8,18.01,222543.94,16.31,15.45,95167.55,16.1,0.68,0.12,002002,4.57,135372.91,142163.14,132178.72,177236.95
19,13.85,2016-01-29,14.05,12.85,15.693,17.469,14.406,16.03,16.49,173953.95,13.54,12.85,81519.61,13.01,6.13,0.8,002002,3.63,139496.5,144293.31,140884.25,140608.75
36,14.05,2016-03-01,14.23,13.4,15.621,14.963,14.832,15.92,16.0,234261.58,14.05,13.4,60802.38,13.7,2.56,0.35,002002,3.45,175635.84,155927.21,169297.43,133712.2
66,18.99,2016-04-21,19.49,18.5,19.183,18.398,19.338,20.0,20.28,309130.81,18.45,18.02,123098.81,18.5,2.87,0.53,002002,6.79,331700.94,287742.04,257985.57,262988.53
237,7.5,2017-01-04,7.51,7.34,7.433,7.411,7.384,7.61,7.7,336311.19,7.02,6.59,99079.91,7.4,1.9,0.14,002002,0.8,138883.28,174852.93,110249.81,166984.06
266,7.29,2017-02-20,7.34,7.2,7.286,7.227,7.298,8.08,8.3,655278.31,7.29,7.2,141240.88,7.26,0.69,0.05,002002,0.68,108069.7,88759.79,115052.0,141240.88
80,50.9,2017-01-17,52.0,46.6,59.004,62.407,53.24,52.53,52.88,22738.45,48.41,45.51,2.0,48.97,3.67,1.8,300534,10.49,20601.02,21909.54,20449.65,22738.45
18,48.99,2016-01-28,51.33,45.8,57.414,66.687,53.656,55.25,55.6,59354.94,47.2,45.8,20100.47,47.9,0.7,0.34,300109,6.15,42181.95,35455.81,43997.9,49435.04
36,40.86,2016-03-01,42.18,37.8,50.611,50.918,45.978,49.08,51.2,91727.01,39.71,37.8,59753.31,40.0,-0.7,-0.29,300109,7.46,50900.94,47309.46,49229.82,59947.92
86,45.25,2016-05-12,45.87,42.9,50.281,53.847,46.17,47.28,48.5,42056.08,44.58,42.9,18134.98,44.3,1.28,0.57,300109,3.37,38339.84,47916.79,37194.53,27078.01
127,64.3,2016-07-12,64.39,59.37,63.412,60.692,63.042,64.3,65.0,41008.76,56.91,56.6,15467.07,60.45,6.35,3.84,300109,4.89,31299.63,35411.76,30616.83,41008.76
180,51.5,2016-09-27,52.4,50.0,50.826,52.811,50.596,52.66,52.95,29240.55,50.89,50.0,10019.62,50.0,4.15,2.05,300109,3.48,15509.27,15293.23,15236.11,29240.55
8,6.5,2016-01-14,6.58,6.0,7.638,8.169,6.81,6.71,6.75,123033.75,5.81,5.53,84872.57,6.02,3.34,0.21,600558,2.22,210154.23,218322.74,185379.06,122443.47
19,5.85,2016-01-29,5.89,5.61,6.2,6.778,5.932,6.36,6.45,117863.92,5.73,5.6,60534.74,5.61,4.46,0.25,600558,1.46,99337.07,142928.52,94719.39,80913.12
36,6.28,2016-03-01,6.37,6.0,6.516,6.22,6.496,6.64,6.72,324009.56,6.28,6.0,59191.42,6.17,2.28,0.14,600558,2.24,162462.21,121446.63,214535.92,123609.93
73,6.85,2016-04-22,6.85,6.71,7.132,7.083,6.976,7.44,7.55,324785.47,6.85,6.71,76230.09,6.73,1.03,0.07,600558,1.38,139580.75,159759.09,121297.13,76230.09
142,4.5,2016-08-02,4.5,4.42,4.589,4.618,4.49,4.74,4.84,178819.05,4.5,4.42,61168.81,4.42,1.58,0.07,600558,0.74,95916.17,121443.93,89287.12,61168.81
8,7.11,2016-01-14,7.14,6.83,7.507,8.095,7.176,7.14,7.33,1167696.88,6.22,6.09,318513.22,6.88,1.43,0.1,600886,0.86,802919.45,882423.88,894204.82,584081.12
19,6.2,2016-01-29,6.23,6.0,6.679,7.027,6.342,6.4,6.53,987033.56,6.05,5.96,294375.5,6.0,3.68,0.22,600886,1.33,810379.54,812634.51,826641.92,902455.0
202,6.58,2016-11-03,6.6,6.47,6.662,6.653,6.578,6.68,6.73,674829.69,6.48,6.45,290160.12,6.49,1.39,0.09,600886,0.95,469105.25,378393.53,527991.44,642961.69
36,8.26,2016-03-01,8.37,7.54,9.238,8.975,8.672,8.74,8.98,754026.06,8.13,7.54,321588.31,7.93,5.22,0.41,300079,4.76,733733.99,743865.28,610855.68,573982.5
73,9.03,2016-04-22,9.06,8.77,9.684,9.87,9.332,9.17,9.32,528434.06,8.74,8.65,202092.38,8.85,1.92,0.17,300079,2.46,535288.65,701234.4,478124.51,296522.31
86,8.09,2016-05-12,8.11,7.86,8.688,9.038,8.346,8.37,8.59,700323.94,8.03,7.86,212474.7,8.01,-0.86,-0.07,300079,2.31,325766.12,383412.8,329291.92,279206.0
107,8.07,2016-06-14,8.13,7.98,8.448,8.347,8.38,8.59,8.7,622671.81,8.07,7.96,190635.22,7.98,1.25,0.1,300079,1.58,360744.56,358043.94,285114.86,190635.22
142,8.15,2016-08-02,8.15,8.04,8.543,8.673,8.212,8.3,8.35,341268.16,8.04,7.99,141192.86,8.06,0.74,0.06,300079,1.41,283231.25,374740.82,286575.81,169783.08
200,8.07,2016-11-03,8.09,7.97,8.159,8.115,8.122,8.29,8.35,371375.97,7.97,7.93,114409.33,8.02,0.37,0.03,300079,1.59,157775.12,140470.48,142194.59,191894.86
230,7.53,2016-12-15,7.6,7.43,7.856,8.052,7.63,7.54,7.64,155156.58,7.22,7.17,73886.0,7.45,0.67,0.05,300079,1.26,167728.16,216470.86,174674.08,152709.41
252,6.86,2017-01-17,6.94,6.61,7.177,7.254,7.012,6.97,7.52,153195.03,6.75,6.61,274.0,6.7,2.39,0.16,300079,1.27,128739.53,120741.24,118712.41,153195.03
290,7.01,2017-03-16,7.02,6.95,7.094,7.072,7.04,7.32,7.4,476766.97,7.01,6.95,119286.69,6.95,0.86,0.06,300079,0.99,134015.49,134680.74,131297.79,119286.69
159,19.56,2016-12-06,19.6,18.26,19.313,19.977,18.934,19.74,19.97,86214.38,18.5,18.26,26444.72,18.52,6.02,1.11,300116,2.68,63629.29,77359.2,58489.79,82593.13
208,16.21,2017-02-20,16.28,15.82,16.538,16.483,16.298,19.06,19.28,111767.81,16.21,15.82,32874.56,15.99,1.44,0.23,300116,0.97,29860.8,32597.51,26896.81,32874.56
8,10.7,2016-01-14,10.79,9.91,11.903,13.535,10.794,11.17,11.24,111906.92,9.76,9.0,56091.89,9.99,4.9,0.5,002297,2.44,101417.74,125468.44,104614.6,88803.26
19,9.56,2016-01-29,9.7,9.15,10.294,10.896,9.806,10.61,11.25,132395.2,9.15,9.04,53053.86,9.18,4.14,0.38,002297,1.52,76097.61,90092.4,67083.1,55342.34
38,32.72,2017-01-17,32.99,30.03,34.867,37.378,32.818,37.31,37.78,112433.07,31.59,30.03,23570.64,30.54,5.96,1.84,603900,9.78,43173.05,48230.85,44279.55,59454.82
171,14.63,2017-03-15,14.68,14.31,14.499,14.259,14.514,15.35,15.35,115310.2,14.63,14.31,36962.94,14.31,2.24,0.32,000893,2.88,68115.54,81270.78,68470.82,115310.2
87,27.32,2016-05-13,27.33,25.0,28.843,28.19,26.954,28.83,29.27,52089.18,27.32,25.0,16909.22,25.15,9.28,2.32,300341,2.82,36674.51,32560.12,34137.79,52089.18
165,13.52,2016-09-02,13.61,13.25,13.808,13.549,13.532,13.72,14.08,54617.81,12.35,12.27,18730.78,13.38,1.65,0.22,300341,1.23,52834.63,63459.43,37846.0,45482.68
230,10.43,2016-12-15,10.5,10.23,11.366,11.968,10.76,10.98,11.1,37103.14,10.43,10.23,16188.08,10.25,1.26,0.13,300341,0.88,31828.99,33023.26,37162.25,32545.49
8,34.85,2016-01-14,35.09,30.74,44.515,49.749,37.554,36.65,38.59,116993.59,31.06,29.0,44490.93,31.0,6.58,2.15,002577,4.16,62439.81,61796.69,80075.79,116993.59
36,31.0,2016-03-01,31.44,28.3,35.128,34.802,32.904,33.22,33.9,72973.24,29.31,28.01,31424.75,29.9,3.26,0.98,002577,1.86,68553.73,65126.84,60560.16,52267.96
121,53.18,2016-07-04,54.36,50.35,51.759,50.307,51.904,53.5,55.1,164570.19,49.8,48.59,57523.0,50.6,4.17,2.13,002577,5.45,147828.14,150920.12,119221.18,153174.02
167,41.87,2016-09-06,41.95,40.41,42.225,42.959,41.956,41.87,42.05,52959.56,38.59,38.12,24680.96,41.35,1.7,0.7,002577,1.61,38546.53,45292.34,35668.07,45367.48
190,40.68,2016-10-18,40.7,39.61,40.512,39.86,40.686,41.15,41.63,45646.27,37.56,37.56,18876.79,40.01,1.68,0.67,002577,1.28,29851.78,32710.46,28378.42,35870.51
252,27.85,2017-01-17,28.13,26.71,29.895,30.216,28.964,29.26,29.88,49288.0,27.45,26.71,1.0,27.18,3.03,0.82,002577,1.16,25659.31,23877.55,24495.85,32631.51
12,30.38,2016-05-30,30.44,29.33,30.297,35.04,30.504,31.8,32.19,65690.28,27.03,26.58,29185.71,29.88,1.6,0.48,300063,2.55,59353.8,40875.64,44713.02,30579.23
31,28.18,2016-06-28,28.95,26.56,27.635,28.918,27.216,30.04,30.48,149694.05,28.14,26.56,64168.37,26.59,5.58,1.49,300063,7.25,46545.03,46730.73,58946.15,86829.64
168,25.15,2017-02-20,25.15,24.44,25.857,25.63,25.512,27.21,27.35,136737.55,25.15,24.44,37454.96,24.91,1.41,0.35,300063,3.02,59754.96,55225.64,54447.68,41694.4
18,65.8,2016-01-28,67.24,65.08,69.711,72.017,68.108,73.99,74.69,32034.66,65.8,64.58,9407.97,65.08,1.2,0.78,000963,0.74,26932.71,29277.72,30293.09,32034.66
34,69.01,2016-02-26,70.01,68.0,71.918,70.224,70.488,70.8,71.1,28246.68,66.95,64.1,16513.41,68.16,1.04,0.71,000963,0.49,19721.91,21529.28,22914.7,21111.49
55,69.09,2016-03-28,70.11,68.23,69.482,69.253,68.77,70.51,71.3,32853.03,68.27,68.16,12258.32,68.23,1.23,0.84,000963,0.76,32936.7,26622.74,34061.24,32853.03
107,65.92,2016-06-14,65.98,64.2,65.348,64.502,65.578,68.27,68.7,33156.17,64.0,63.55,10000.36,64.31,2.04,1.32,000963,0.49,35537.98,32654.91,25796.44,21095.63
166,67.18,2016-09-05,67.55,66.65,67.327,67.887,67.222,68.05,68.3,22009.16,66.25,66.1,9254.88,66.66,1.02,0.68,000963,0.27,17952.52,23424.55,15376.59,11749.73
174,67.87,2016-09-19,67.91,66.3,67.283,67.393,67.126,68.89,69.04,28741.57,67.0,66.3,8041.66,66.3,2.44,1.62,000963,0.37,15079.82,18629.54,13860.79,15943.03
55,83.0,2017-01-11,84.5,80.01,87.093,89.336,84.586,84.0,86.2,12732.67,71.0,69.11,6265.4,82.2,0.85,0.7,300553,10.61,6639.17,6565.78,6813.91,12732.67
8,6.85,2016-01-14,6.88,6.25,7.659,8.819,6.932,7.0,7.04,172196.88,6.08,5.61,100802.12,6.31,3.63,0.24,600815,1.22,138865.74,153272.21,148276.5,117357.86
99,6.39,2016-05-31,6.41,6.03,6.119,6.267,6.158,6.65,6.8,140053.52,6.05,5.96,71309.4,6.07,5.27,0.32,600815,1.46,66643.42,82979.75,69905.78,140053.52
254,6.35,2017-01-17,6.38,6.17,6.73,6.586,6.55,6.51,6.57,201408.75,6.15,6.03,34239.6,6.23,1.6,0.1,600815,0.69,140348.6,105291.76,103127.83,66265.01
8,8.18,2016-01-14,8.22,7.74,9.689,10.431,8.688,8.54,8.71,33430.55,7.62,7.52,13500.99,7.8,0.37,0.03,600984,2.36,31861.04,38078.33,37678.27,33430.55
141,9.44,2016-08-02,9.48,9.16,9.639,9.548,9.456,9.8,9.81,24784.22,9.44,9.16,10887.44,9.16,2.83,0.26,600984,0.69,27899.78,36660.08,24038.74,16724.69
8,17.33,2016-01-14,17.4,15.91,18.596,20.648,17.288,17.7,17.85,193114.3,15.4,14.68,69480.26,16.01,4.84,0.8,600993,2.77,107276.21,145005.83,117509.58,119374.13
174,19.89,2016-09-19,19.93,19.61,20.486,21.012,20.058,20.38,20.43,51910.89,19.55,19.51,28587.66,19.63,1.32,0.26,600993,0.89,58973.49,63002.25,47396.97,38392.68
282,20.89,2017-03-03,20.94,20.72,21.257,20.968,21.004,21.57,21.74,113400.01,20.5,20.48,30234.9,20.72,0.48,0.1,600993,0.71,47564.44,45309.04,32746.34,30691.19
56,71.69,2016-09-19,72.82,68.28,75.274,75.996,70.25,73.8,74.46,49543.56,61.9,61.51,23841.58,68.77,4.83,3.3,002802,17.6,56991.09,68999.09,40168.18,47516.9
134,44.41,2017-01-17,44.7,40.37,52.354,56.047,47.654,46.0,46.24,20840.35,42.47,40.37,7021.75,43.12,2.99,1.29,002802,7.72,12738.85,12298.51,16234.58,20840.35
214,9.55,2017-03-06,9.55,9.37,9.501,9.353,9.458,10.01,10.08,282487.53,9.23,9.19,61991.92,9.39,1.7,0.16,000537,1.64,109063.97,92195.12,91589.65,83851.31
219,9.35,2017-03-13,9.36,9.2,9.407,9.409,9.356,10.08,10.25,288336.38,9.35,9.2,61991.92,9.2,1.3,0.12,000537,1.21,81414.05,95179.38,71238.45,61991.92
19,13.04,2016-01-29,13.18,12.35,13.73,14.454,13.328,13.29,13.67,232489.06,12.57,12.29,57722.28,12.61,3.49,0.44,000928,2.32,131746.11,143182.72,104845.11,95738.44
223,16.43,2016-12-06,16.59,16.03,17.367,17.776,16.782,16.86,17.1,100103.56,15.8,15.62,51642.25,16.03,2.69,0.43,000928,2.27,121626.58,163012.01,112392.55,93748.21
45,33.97,2017-03-13,34.11,31.96,33.702,31.901,33.79,34.42,34.97,104614.18,32.93,31.96,58229.32,32.78,2.57,0.85,603929,16.85,114960.93,105245.71,95103.93,89932.02
81,34.47,2016-05-12,34.68,32.2,37.171,37.744,35.532,37.21,37.7,32284.53,33.91,32.2,17460.02,33.42,1.83,0.62,300310,2.19,33289.32,33586.84,34822.01,29260.79
160,24.3,2016-12-13,25.1,24.0,27.511,28.201,26.534,24.94,25.18,90914.82,24.01,22.96,28006.59,24.06,-1.06,-0.26,300310,3.04,73077.86,74311.18,67801.0,65915.26
230,21.66,2016-12-15,22.26,21.36,22.087,22.96,21.796,23.71,24.1,46378.72,21.66,21.36,13141.99,21.45,2.12,0.45,002200,2.35,25544.48,35962.09,24351.25,25372.47
252,22.53,2017-01-17,22.6,22.06,23.402,23.262,22.786,23.86,23.86,21289.5,22.53,22.06,17.0,22.2,1.21,0.27,002200,1.36,26417.73,25390.65,21952.54,14614.76
280,25.63,2017-03-02,25.7,25.03,25.417,25.133,25.26,25.63,25.88,39118.56,24.19,24.01,12947.4,25.1,2.11,0.53,002200,2.62,30342.33,34766.37,24921.93,28285.84
84,18.95,2016-08-02,18.97,18.58,19.319,19.649,18.904,18.96,18.98,29480.0,17.82,17.56,6070.7,18.58,1.77,0.33,600379,0.4,14914.13,18756.81,16022.59,9353.54
118,18.46,2016-10-10,19.0,18.01,18.948,19.179,18.818,19.9,20.17,86917.19,18.46,18.01,18783.83,18.2,-1.65,-0.31,600379,2.44,26599.92,32924.35,29094.71,57613.77
48,50.47,2016-09-27,50.47,48.52,54.53,58.219,52.576,55.46,56.97,46594.97,50.01,48.52,8698.47,48.59,2.96,1.45,300517,8.52,19596.68,25634.23,20305.07,21819.07
120,38.56,2017-01-17,39.27,35.41,43.791,46.727,40.3,39.94,40.41,13943.1,37.1,35.41,5148.01,37.09,3.94,1.46,300517,5.45,11615.23,12887.68,12905.29,13943.1
8,22.27,2016-01-14,22.55,20.6,25.946,28.612,22.862,23.08,23.1,28112.66,21.0,19.21,10593.67,21.0,2.63,0.57,000989,0.89,29261.81,40945.6,29688.03,19139.1
45,24.32,2016-03-14,24.74,23.88,24.404,24.374,24.09,26.24,26.77,27278.73,23.76,23.57,7166.74,23.88,1.84,0.44,000989,0.63,15871.02,18156.98,11639.81,13582.58
230,21.64,2016-12-15,21.93,21.38,23.12,24.09,22.178,22.07,22.3,13512.78,21.53,21.38,5624.45,21.44,0.74,0.16,000989,0.44,21652.76,29892.06,16370.72,10783.08
36,9.26,2016-03-01,9.33,8.57,10.186,9.493,9.968,9.75,10.06,99407.63,8.99,8.57,34581.68,8.57,3.81,0.34,000798,2.6,120800.85,93512.7,127449.72,82970.85
142,9.98,2016-08-02,9.99,9.54,11.226,11.626,10.596,10.4,10.56,71060.65,9.97,9.54,32139.71,9.71,2.04,0.2,000798,2.22,76599.01,86308.87,89861.96,71060.65
71,48.35,2016-07-26,48.38,47.15,48.947,49.69,48.37,48.35,48.38,17708.82,43.26,41.59,5010.34,47.65,1.43,0.68,300430,2.12,11934.06,19478.97,11613.33,8774.86
76,43.6,2016-08-02,43.78,42.7,46.184,48.137,43.998,45.08,45.28,10115.77,43.05,42.7,5010.34,43.0,0.79,0.34,300430,1.21,10949.53,15000.23,10285.72,5010.34
8,10.14,2016-01-14,10.22,9.1,12.264,13.293,10.638,13.24,13.43,1153486.75,9.72,9.1,315044.28,9.15,4.97,0.48,000851,8.07,396589.39,555010.98,364226.21,393741.75
36,11.63,2016-03-01,11.89,10.51,13.578,13.156,12.612,13.02,13.5,893294.62,11.28,10.51,235061.2,11.13,1.75,0.2,000851,9.16,592724.59,655139.76,471963.69,446784.56
36,38.4,2016-03-01,38.76,37.3,41.927,41.449,39.8,40.0,40.69,16135.52,37.62,36.0,6234.95,37.98,1.86,0.7,603566,2.73,14440.47,12895.49,16112.3,10908.59
73,47.38,2016-04-22,47.43,46.07,50.87,49.934,48.584,49.51,50.45,20622.76,46.92,46.07,5885.28,46.08,1.87,0.87,603566,2.57,24850.1,25739.75,15110.73,10298.37
8,18.66,2016-01-14,18.85,16.86,21.225,23.141,18.872,19.01,19.19,122485.5,15.54,14.49,60092.32,17.0,4.01,0.72,002431,2.82,127422.24,165900.54,124000.51,99674.56
36,18.67,2016-03-01,18.67,16.29,20.739,18.427,19.28,23.17,24.16,729673.75,18.67,16.29,176668.39,16.96,10.02,1.7,002431,7.87,453524.46,273124.07,359640.67,277978.62
184,11.2,2016-10-10,11.22,10.96,11.354,11.693,11.12,11.25,11.36,345963.19,10.92,10.87,247871.55,11.02,2.38,0.26,002431,3.62,429031.74,586318.51,405898.25,327147.88
200,10.64,2016-11-03,10.97,10.12,10.88,10.992,10.694,10.64,10.97,616898.06,10.08,10.01,200962.52,10.32,2.9,0.3,002431,6.83,316003.27,317595.79,351748.2,616898.06
218,10.46,2016-11-29,10.65,10.31,10.362,10.349,10.338,10.46,10.65,490634.0,9.24,9.1,105850.39,10.36,1.95,0.2,002431,5.43,258200.3,285293.2,286044.81,490634.0
252,8.3,2017-01-17,8.35,8.06,8.922,9.042,8.636,8.62,9.11,329172.69,8.3,8.06,23.0,8.15,1.97,0.16,002431,1.77,151406.83,156592.44,159427.24,160074.94
270,8.88,2017-02-16,8.88,8.79,8.969,8.722,8.942,9.5,9.64,475585.44,8.88,8.75,117062.35,8.81,0.34,0.03,002431,1.3,185147.5,158827.93,155771.28,117062.35
36,9.35,2016-03-01,9.55,8.6,11.0,11.005,10.014,9.91,10.14,122770.36,8.95,8.6,43113.18,9.09,3.89,0.35,300215,1.88,108821.97,130507.28,111901.9,90021.59
135,13.65,2016-07-22,13.9,13.45,13.693,13.433,13.638,13.78,13.9,93866.37,12.65,12.33,19434.32,13.45,1.19,0.16,300215,0.98,76348.62,89286.78,59075.67,47386.64
247,11.67,2017-01-17,11.7,11.12,12.907,13.281,12.294,11.98,12.18,146869.12,11.58,11.12,12.0,11.29,3.18,0.36,300215,2.8,103439.57,103839.45,120128.93,146869.12
267,11.8,2017-02-20,11.83,11.52,12.053,11.969,11.848,15.62,16.4,741178.5,11.8,11.52,87102.77,11.55,2.08,0.24,300215,1.66,108867.39,92654.13,102648.7,87102.77
19,14.67,2016-01-29,14.88,13.85,15.509,16.173,14.86,16.26,16.43,45212.7,14.5,13.85,20718.31,13.91,3.67,0.52,002365,1.89,38902.88,47861.43,37785.71,29083.0
54,17.61,2016-03-25,17.63,17.31,17.91,16.712,17.952,18.22,18.45,97248.58,17.0,16.78,41287.77,17.41,1.21,0.21,002365,3.08,104570.45,93437.34,125549.39,47334.6
142,21.24,2016-08-02,21.24,20.38,21.602,21.897,20.8,22.28,22.38,65192.48,20.48,20.18,17629.44,20.39,3.66,0.75,002365,2.39,53992.67,66124.74,55538.49,36745.71
219,27.38,2016-11-30,27.54,25.6,26.773,26.742,26.448,28.74,29.2,71463.83,25.66,25.0,34271.44,25.76,6.29,1.62,002365,4.64,38017.98,34893.99,37056.3,71463.83
252,21.62,2017-01-17,21.67,20.8,23.837,24.273,22.986,24.3,24.3,22833.01,21.62,20.77,13.0,21.42,0.79,0.17,002365,1.48,21287.77,20773.78,23880.52,22833.01
8,12.15,2016-01-14,12.23,10.98,13.278,14.86,12.094,12.2,12.59,95517.53,10.8,9.95,57140.33,11.0,5.65,0.65,300035,3.59,73525.55,83426.15,82466.27,65983.05
37,10.6,2016-03-02,10.62,9.81,11.737,11.871,10.688,10.63,10.99,97718.69,9.87,9.78,22309.75,9.98,4.95,0.5,300035,5.31,62690.14,54562.2,80203.77,97718.69
86,20.24,2016-05-12,20.28,18.58,21.398,22.112,20.388,24.29,24.87,164883.3,20.01,18.58,40619.31,19.03,2.85,0.56,600980,3.95,62465.0,74193.56,63618.61,51343.48
254,21.33,2017-01-17,21.6,20.42,23.799,24.288,22.764,22.19,22.46,37136.94,21.15,20.42,11769.74,20.98,1.86,0.39,600980,2.59,32146.35,27269.81,33593.56,37136.94
141,20.56,2016-08-01,20.9,19.81,22.002,22.028,21.36,20.79,20.9,88293.49,20.02,19.81,42217.56,20.23,-1.15,-0.24,002279,4.84,148616.53,140131.55,132581.7,88293.49
125,12.97,2017-01-17,13.07,12.61,14.372,14.348,13.75,13.7,14.49,78672.28,12.96,12.61,121.0,12.8,1.01,0.13,002089,1.29,69984.01,58312.79,57234.5,62996.18
37,62.25,2016-04-26,62.26,59.58,67.164,64.234,63.138,63.96,64.55,20972.39,56.88,55.93,7194.87,60.51,3.15,1.9,300436,3.6,17994.91,11999.59,18241.86,20159.06
204,55.06,2017-01-03,55.55,54.1,55.611,57.207,54.826,56.79,56.87,22787.82,47.7,47.08,3564.92,54.49,1.89,1.02,300436,0.93,5592.34,6659.53,5379.67,5213.63
71,31.27,2016-09-06,31.31,30.01,31.452,38.037,30.988,31.27,31.68,23545.62,28.99,28.82,7130.0,30.44,3.1,0.94,603918,1.91,19429.91,33821.25,18472.27,23545.62
78,29.71,2016-09-19,29.85,29.0,30.166,31.147,29.564,29.71,30.28,21462.79,27.04,26.87,8803.6,29.0,2.48,0.72,603918,1.24,15334.53,19761.76,12754.91,15282.94
136,29.69,2016-12-15,29.95,28.54,32.624,33.227,31.294,31.9,32.99,61030.16,29.6,28.54,16780.2,28.6,1.89,0.55,603918,3.06,59940.9,49629.09,56415.98,37793.02
19,11.08,2016-01-29,11.65,10.42,11.517,12.148,10.974,12.6,12.79,256018.38,10.86,10.42,71916.55,10.46,4.63,0.49,600641,2.11,191462.85,169348.63,151139.44,170078.16
136,13.62,2016-07-25,13.66,13.26,13.501,13.518,13.414,13.76,13.84,160621.42,12.15,11.98,31664.08,13.37,1.95,0.26,600641,0.83,57412.09,63656.45,58081.73,66521.02
142,12.52,2016-08-02,12.55,12.12,13.046,13.332,12.622,13.52,13.82,160621.42,12.52,12.12,38217.75,12.14,3.13,0.38,600641,0.47,58831.08,57941.48,57839.87,38217.75
73,9.1,2016-04-22,9.13,8.92,9.511,9.299,9.36,9.73,9.85,184655.11,8.95,8.79,41587.37,8.95,0.22,0.02,000551,1.37,109826.77,115776.38,101134.66,54661.98
146,10.17,2016-09-05,10.25,10.05,10.071,9.968,10.11,10.63,10.9,262466.62,9.91,9.85,61594.73,10.08,1.5,0.15,000551,1.97,70167.93,65869.1,71224.05,78721.05
156,9.98,2016-09-21,10.02,9.9,10.232,10.152,9.994,10.24,10.29,84847.63,9.71,9.61,52878.62,9.91,0.71,0.07,000551,1.53,125172.82,97670.37,78209.13,61214.0
180,11.01,2016-11-03,11.33,10.41,10.57,10.355,10.624,11.25,11.41,342652.0,10.87,10.41,88820.7,10.41,5.36,0.56,000551,8.56,114562.68,91530.12,131775.22,342652.0
202,10.37,2016-12-05,10.5,10.21,10.808,10.942,10.564,10.6,10.64,70327.36,9.72,9.69,27979.05,10.21,0.48,0.05,000551,1.12,76861.4,96209.99,63937.7,44935.65
8,7.86,2016-01-14,7.88,7.12,9.529,10.585,8.154,8.13,8.18,105335.84,6.87,6.49,62525.05,7.2,4.38,0.33,002105,2.48,154601.79,144716.23,132829.87,91286.66
134,39.44,2016-08-02,39.8,39.11,42.544,44.442,40.058,43.1,43.79,146866.88,39.44,39.02,39234.15,39.11,1.0,0.39,300377,2.64,70521.32,82578.71,73624.48,39234.15
8,19.86,2016-01-14,20.25,18.22,21.635,23.948,19.722,19.86,20.25,44337.18,15.21,14.98,12803.96,18.51,5.36,1.01,002258,1.88,24058.22,27269.34,28110.8,38112.18
13,15.8,2016-01-29,16.14,14.98,18.137,21.501,16.552,17.12,17.35,29854.98,15.8,14.98,12803.96,15.0,3.88,0.59,002258,1.14,30224.62,27358.36,32338.44,23026.73
29,17.15,2016-02-29,17.45,16.7,17.136,16.726,16.972,18.53,18.65,113612.44,16.93,16.4,18387.3,17.01,6.26,1.01,002258,4.33,40267.1,32153.93,46903.26,113612.44
